,headline,snippet,pub_date,url
538,Is China’s Era of High Growth Over?,"Beijing unveiled an annual economic target in line with last year’s, as it looks to refocus on strategically important sectors.",2024-03-05T13:27:33+0000,https://www.nytimes.com/2024/03/05/business/dealbook/china-era-high-growth-over.html
539,Why Bed Bath & Beyond Is Weighing Bankruptcy,"Dreary holiday season sales failed to help solve the struggling retailer’s financial woes, leaving the company with few options.",2023-01-06T12:46:43+0000,https://www.nytimes.com/2023/01/06/business/dealbook/bed-bath-beyond-bankruptcy.html
540,What’s at Stake in the Latest Consumer Prices Report,Higher-than-expected inflation data gave cold comfort to policymakers and investors alike.,2022-10-13T12:33:55+0000,https://www.nytimes.com/2022/10/13/business/dealbook/consumer-price-index-inflation.html
541,When Bears Attack,What the second bear market since the start of the pandemic might signal.,2022-06-14T13:16:17+0000,https://www.nytimes.com/2022/06/14/business/dealbook/wall-street-bear-market-stocks-crypto-celsius.html
542,Crypto’s Trial of the Century Is Set to Begin,"Sam Bankman-Fried, the founder of the failed crypto exchange FTX, gets his day in court on Tuesday. The trial will shine a harsh glare on the wider sector.",2023-10-02T12:06:39+0000,https://www.nytimes.com/2023/10/02/business/dealbook/bankman-fried-ftx-trial.html
543,Netflix’s Strike Defense Is Strong. It May Have Some Cracks Anyway.,The company is best suited among media giants to cope with the Hollywood shutdown. But a lengthy strike by writers and actors will eventually cause damage.,2023-07-20T12:11:12+0000,https://www.nytimes.com/2023/07/20/business/dealbook/netflix-earnings-hollywood-strike.html
544,A Tech Giant Closes In on a Pricey Funding Round,Stripe’s plan to raise billions at a lower valuation underlines the challenges facing start-ups seeking money as the market for new listings stays shut.,2023-01-31T13:14:57+0000,https://www.nytimes.com/2023/01/31/business/dealbook/stripe-fundraising-thrive-valuation.html
545,A Short Seller Costs an Indian Giant Billions,"The Adani Group, the Indian conglomerate run by Asia’s wealthiest man, has gone on the offensive to fight fraud allegations by an American investor.",2023-01-30T13:00:36+0000,https://www.nytimes.com/2023/01/30/business/dealbook/adani-short-seller-hindenburg.html
546,‘Plot Twist!’ as Elon Musk Wins Partial Victory,A court decision to delay a trial over the billionaire’s takeover bid for Twitter works in his favor as he plots his next steps.,2022-10-07T11:47:45+0000,https://www.nytimes.com/2022/10/07/business/dealbook/elon-musk-wins-partial-victory-twitter-trial.html
547,Rewriting Wall Street’s Rulebook,S.E.C.s Gary Gensler is expected to preview new market rules about a year after shares of GameStop and others shot up in “meme stock” trading frenzy.,2022-06-08T13:00:25+0000,https://www.nytimes.com/2022/06/08/business/dealbook/wall-street-sec-gensler-gamestop-meme-stock-trading-rules.html
548,Don’t Mess With Texas,"The Lone Star State enters the Musk-Twitter fray, highlighting Texas’ willingness, and Republicans in general, to break with traditional free market thinking.",2022-06-07T13:38:07+0000,https://www.nytimes.com/2022/06/07/business/dealbook/texas-twitter-musk.html
549,One Weekend in Vegas With the Nation’s Auto Dealers,"After bottoming out early in the pandemic, profits and spirits are soaring — and people were ready to party.",2022-04-02T09:00:25+0000,https://www.nytimes.com/2022/04/02/business/auto-dealers-sales-profits.html
550,"Guaranteed Income Programs Spread, City by City","Since 2020, four dozen pilot programs have started, with Los Angeles running one of the largest to provide cash assistance.",2022-09-10T07:00:10+0000,https://www.nytimes.com/2022/09/10/business/economy/guaranteed-income.html
551,The New Deciders on Corporate Taxes,A climate and tax bill could give a lot of power to an organization called the Financial Accounting Standards Board.,2022-08-04T13:04:51+0000,https://www.nytimes.com/2022/08/04/business/dealbook/inflation-reduction-act-fasb-accountants-corporate-minimum-tax.html
552,G.O.P. Donors Face a Dilemma as Another Trump Rival Falls,"Ron DeSantis’s exit, and Nikki Haley’s struggle to make headway against Donald Trump, are forcing Republicans to make a tough choice.",2024-01-22T12:46:57+0000,https://www.nytimes.com/2024/01/22/business/dealbook/donors-trump-desantis-haley.html
553,What the Biden-Xi Talks Accomplished (and Didn't),Wednesday’s four-hour meeting in San Francisco resulted in few breakthroughs. But C.E.O.s gave the Chinese leader a standing ovation at a banquet afterward.,2023-11-16T13:18:27+0000,https://www.nytimes.com/2023/11/16/business/dealbook/biden-xi-talks-san-francisco.html
554,Companies Are Caught in the Israel-Hamas War’s Crossfire,First it was college campuses. Now the corporate world is increasingly feeling pressure to find a balance in responding to the war.,2023-10-23T11:46:40+0000,https://www.nytimes.com/2023/10/23/business/dealbook/companies-israel-hamas-war-statements.html
555,The Fed Signals Urgency,The notion of a return to some kind of prepandemic normal without intervention has been abandoned.,2022-05-05T13:01:18+0000,https://www.nytimes.com/2022/05/05/business/dealbook/fed-inflation-economy.html
556,The Elon Musk-Twitter Endgame,Negotiations ran long into the night as Musk’s offer to buy Twitter and take it private looks increasingly likely to go ahead.,2022-04-25T12:32:16+0000,https://www.nytimes.com/2022/04/25/business/dealbook/elon-musk-twitter-deal.html
557,"When It Comes to Money, Your Brain Can Be Your Own Worst Enemy","Our cognitive biases can get in the way of saving for the future, especially for retirement. Here’s how to recognize and overcome them.",2023-02-26T10:00:11+0000,https://www.nytimes.com/2023/02/26/business/personal-finance-cognitive-bias-retirement.html
558,"Sam Bankman-Fried, FTX’s Co-Founder, Is Increasingly Alone",Decisions by two senior associates to cooperate with government prosecutors raise the legal heat on the fallen crypto mogul.,2022-12-22T13:18:27+0000,https://www.nytimes.com/2022/12/22/business/dealbook/ftx-ellison-wang-turn.html
559,The Big Dilemma Facing ByteDance’s U.S. Investors,"Potential bidders are circling TikTok as many in Congress demand its split from its Chinese parent. But obstacles remain, starting with Beijing.",2024-03-15T12:19:33+0000,https://www.nytimes.com/2024/03/15/business/dealbook/bytedance-tiktok-us-investors.html
560,"Powell, Fed’s Chair, Unleashes the Bulls",The Federal Reserve’s surprise projection that it may cut interest rate three times next year has triggered a global rally in stocks and bonds.,2023-12-14T12:41:05+0000,https://www.nytimes.com/2023/12/14/business/dealbook/powell-fed-interest-rates-markets.html
561,Law Firms Warn Universities About Antisemitism on Campus,Two dozen major Wall Street firms sent a letter to top law schools to crack down on discrimination and harassment amid an escalation in incidents targeting Jewish students.,2023-11-02T11:53:18+0000,https://www.nytimes.com/2023/11/02/business/dealbook/law-firms-schools-antisemitism.html
562,Israel’s Corporate Defenders Grow Louder,Wall Street magnates and tech entrepreneurs are the latest to push back against institutions over where they stand on the country and its response to the Hamas attacks.,2023-10-16T12:02:51+0000,https://www.nytimes.com/2023/10/16/business/dealbook/israel-companies-war.html
563,Goldman Sachs’s C.E.O. Whisperer Takes a Step Back,"John Rogers, one of the Wall Street firm’s most influential executives, will hand over his chief of staff role to Russell Horwitz, a onetime deputy.",2023-08-08T12:16:06+0000,https://www.nytimes.com/2023/08/08/business/dealbook/goldman-sachs-rogers-horwitz.html
564,Is E.S.G. Falling Out of Favor?,"Chevron’s $53 billion bid for Hess may drive consolidation in the oil patch. Meanwhile, investors are pulling back from climate-focused investment products.",2023-10-24T12:14:26+0000,https://www.nytimes.com/2023/10/24/business/dealbook/esg-big-oil-deals.html
565,Forget Twitter. This Musk Is Into ‘Toe Curling Yumminess.’,"Tosca Musk, Elon’s younger sister, is the force behind Passionflix, a streaming service dedicated to adaptations of romance novels and erotic fan fiction.",2022-06-02T13:00:18+0000,https://www.nytimes.com/2022/06/02/business/media/tosca-musk-passionflix.html
566,The Big Dilemma Facing ByteDance’s U.S. Investors,"Potential bidders are circling TikTok as many in Congress demand its split from its Chinese parent. But obstacles remain, starting with Beijing.",2024-03-15T12:19:33+0000,https://www.nytimes.com/2024/03/15/business/dealbook/bytedance-tiktok-us-investors.html
567,Unpacking the Investigations Into OpenAI,"The high-flying A.I. start-up and its C.E.O. are under regulatory scrutiny, and that could stall their ambitions.",2024-02-29T13:21:56+0000,https://www.nytimes.com/2024/02/29/business/dealbook/sam-altman-openai-scrutiny.html
568,A Mega-Deal May Await in the Oil Patch,"Exxon Mobil is reportedly in talks to buy Pioneer Natural Resources, a major shale driller, in what would be the biggest takeover of the year.",2023-10-06T11:53:14+0000,https://www.nytimes.com/2023/10/06/business/dealbook/exxon-pioneer-deal.html
569,What Business Leaders Are Saying About the Red Sea Attacks,"The Houthi attacks on commercial ships are driving up freight costs and adding delays to journeys, with some companies affected more than others.",2024-02-05T05:01:07+0000,https://www.nytimes.com/2024/02/05/business/red-sea-shipping-companies-cost.html
570,An Overrun Miami Suburb Will Snip Its Peacocks (and Not in the Feathers),"The birds are breeding and running amok in Pinecrest, Fla. The village will test a novel solution to rein them in: peacock vasectomies.",2023-08-09T09:00:54+0000,https://www.nytimes.com/2023/08/09/us/peacock-vasectomies-miami-pinecrest.html
571,Whistle-Blower Says Twitter ‘Chose to Mislead’ on Security Flaws,"At a Senate hearing, Peiter Zatko, Twitter’s former head of security, told lawmakers that the company lied about its data practices.",2022-09-13T15:07:29+0000,https://www.nytimes.com/2022/09/13/technology/twitter-whistle-blower-security-flaws.html
572,The Week in Business: Meta Changes,Jobs growth continued to be strong. OPEC Plus announced that it would increase oil production. And a report on inflation in May is coming.,2022-06-05T11:00:07+0000,https://www.nytimes.com/2022/06/05/business/the-week-in-business-meta-sheryl-sandberg.html
573,"Ego, Fear and Money: How the A.I. Fuse Was Lit",The people who were most afraid of the risks of artificial intelligence decided they should be the ones to build it. Then distrust fueled a spiraling competition.,2023-12-03T10:00:56+0000,https://www.nytimes.com/2023/12/03/technology/ai-openai-musk-page-altman.html
574,The New York Times Wins 3 Polk Awards,The Times was honored for its coverage of the Israel-Hamas war. And ProPublica won a prize for revealing the lavish gifts and luxury trips given to Justice Clarence Thomas.,2024-02-19T15:00:08+0000,https://www.nytimes.com/2024/02/19/business/media/polk-award-winners.html
575,U.A.W. Expands Strikes at Automakers: Here’s What to Know.,"The walkouts, which began on Sept. 15, were extended at two Detroit automakers, but not at Stellantis, which the union said had gone further in meeting its demands.",2023-09-15T09:23:00+0000,https://www.nytimes.com/article/uaw-strike-explained-ford-stellantis-gm.html
576,Elon Musk Is Said to Have Ordered Job Cuts Across Twitter,"The billionaire planned to begin layoffs as soon as Saturday, people with knowledge of the matter said.",2022-10-29T21:13:32+0000,https://www.nytimes.com/2022/10/29/technology/twitter-layoffs-musk-jobs.html
